index,Age 0 Population,Age 1 Population,Age 2 Population,Age 3 Population,Age 4 Population,Age 5 Population,Age 6 Population,Age 7 Population,Age 8 Population,Age 9 Population,Age 10 Population,Age 11 Population,Age 12 Population,Age 13 Population,Age 14 Population,Age 15 Population,Age 16 Population,Age 17 Population,Age 18 Population,Age 19 Population,Age 20 Population,Age 21 Population,Age 22 Population,Age 23 Population,Age 24 Population,Age 25 Population,Age 26 Population,Age 27 Population,Age 28 Population,Age 29 Population,Age 30 Population,Age 31 Population,Age 32 Population,Age 33 Population,Age 34 Population,Age 35 Population,Age 36 Population,Age 37 Population,Age 38 Population,Age 39 Population,Age 40 Population,Age 41 Population,Age 42 Population,Age 43 Population,Age 44 Population,Age 45 Population,Age 46 Population,Age 47 Population,Age 48 Population,Age 49 Population,Age 50 Population,Age 51 Population,Age 52 Population,Age 53 Population,Age 54 Population,Age 55 Population,Age 56 Population,Age 57 Population,Age 58 Population,Age 59 Population,Age 60 Population,Age 61 Population,Age 62 Population,Age 63 Population,Age 64 Population,Age 65 Population,Age 66 Population,Age 67 Population,Age 68 Population,Age 69 Population,Age 70 Population,Age 71 Population,Age 72 Population,Age 73 Population,Age 74 Population,Age 75 Population,Age 76 Population,Age 77 Population,Age 78 Population,Age 79 Population,Age 80 Population,Age 81 Population,Age 82 Population,Age 83 Population,Age 84 Population,Age 85 Population,Age 86 Population,Age 87 Population,Age 88 Population,Age 89 Population,Age 90 Population,Age 91 Population,Age 92 Population,Age 93 Population,Age 94 Population,Age 95 Population,Age 96 Population,Age 97 Population,Age 98 Population,Age 99 Population,Age 100 Population,Country Code,Sex,iso3,Year
539,172.4355,167.9739,162.86,156.3609,148.759,148.2429,131.8199,118.0462,107.4568,100.2572,103.9999,104.2104,108.4487,116.7668,128.9321,112.5587,126.8702,142.379,157.7355,171.7564,155.7172,162.289,165.1862,164.299,160.2556,151.8396,144.5627,137.164,130.3889,124.4418,126.5684,122.1902,118.6385,115.7474,113.2635,116.3926,113.4423,109.8351,105.5351,101.0329,99.8385,97.03786,96.06268,97.15205,99.78992,101.1019,103.9077,105.1116,103.8356,100.1573,102.6455,95.31918,87.41159,79.49787,71.89983,81.86692,73.50767,65.85269,58.82122,52.0865,54.03007,48.64535,42.55437,36.11871,30.3695,23.93654,21.37586,20.46556,21.31611,23.38393,30.56836,32.5902,32.06098,28.24815,22.90832,14.83296,11.54506,9.369802,8.165988,7.495184,7.988564,7.396159,6.558465,5.43706,4.238752,2.717886,1.950642,1.370501,0.9542821,0.6636887,0.4598369,0.3255826,0.2349581,0.1736295,0.1309929,0.1061914,0.0822042,0.0639718,0.0498266,0.0388059,0.035,KAZ,male,male,2010
540,464.3989,448.0128,438.3894,430.2029,421.2491,429.7094,405.7268,381.8069,358.391,335.6689,363.0057,338.7809,315.6307,293.572,272.6808,300.4637,278.403,257.598,238.0095,219.7028,241.1493,222.6498,205.8219,190.6002,176.8058,193.4515,179.9071,167.3885,155.7289,144.874,155.9435,145.1396,135.1664,125.9618,117.3517,126.9619,117.8035,108.8943,100.1838,91.71352,91.41947,85.38095,79.33524,73.39189,67.84447,62.01223,58.01191,54.95999,52.89182,51.57204,51.6984,51.1268,50.61526,49.98729,49.17725,48.32687,47.05045,45.5075,43.70139,41.69879,39.30334,37.14391,34.99125,32.8912,30.87131,28.86072,27.0595,25.38132,23.82423,22.35524,21.0285,19.63685,18.2551,16.8753,15.51024,14.10839,12.82353,11.59308,10.4236,9.312411,8.218764,7.22488,6.289451,5.415692,4.607212,3.798516,3.142777,2.559673,2.049255,1.60878,1.175351,0.8801731,0.6411737,0.4538014,0.3135007,0.196434,0.1316537,0.087703,0.0583668,0.0388425,0.043,KEN,female,female,1990
541,645.2138,615.0477,591.6089,569.6898,548.6174,552.4355,516.9026,484.6654,456.1852,431.7211,462.3855,444.8954,432.348,424.1996,418.9496,438.8794,433.6035,425.6786,413.8434,398.306,415.1104,392.527,368.8853,345.1606,321.6587,347.0054,320.7979,295.2894,270.6282,247.186,265.3448,241.4053,219.4281,199.4288,181.4241,196.9479,180.1746,165.6103,153.0782,142.225,156.938,146.933,137.8611,129.4844,121.6925,132.6534,124.7391,117.3003,110.2736,103.5265,112.7077,105.1247,97.55013,89.96549,82.443,82.05508,76.50541,70.87578,65.28642,60.01131,54.45615,50.4985,47.3423,45.00199,43.25805,42.69067,41.45457,40.21235,38.82755,37.25486,35.55429,33.56657,31.3786,29.0189,26.55863,23.79679,21.37204,19.03233,16.81516,14.73969,12.68277,10.94165,9.363784,7.946678,6.680118,5.472502,4.494683,3.64139,2.905746,2.279681,1.682409,1.268636,0.9351669,0.6733634,0.4754249,0.3107709,0.2140857,0.1467603,0.1005273,0.0688558,0.083,KEN,female,female,2005
542,723.6167,695.4734,674.8703,656.5417,639.1957,642.1489,603.4679,566.5775,531.4914,498.3944,539.0138,506.2288,476.5588,450.2458,427.4899,455.011,438.5063,426.3406,417.9776,412.0695,432.1178,425.7598,416.8615,404.3134,388.2867,403.2916,380.4177,356.4657,332.3592,308.4339,331.0293,304.3871,278.5289,253.6429,230.1559,245.1367,221.7012,200.4887,181.483,164.6245,178.5889,163.2919,150.19,139.0751,129.57,143.6729,135.0361,127.2148,119.9668,113.1814,123.8609,116.8347,110.1504,103.7525,97.52747,106.2002,99.04442,91.83387,84.5647,77.31678,76.68098,71.21083,65.64773,60.11557,54.87786,49.38972,45.38763,42.1201,39.58596,37.57359,36.57823,34.96705,33.33478,31.57358,29.65836,27.57517,25.37505,23.06561,20.68802,18.30815,15.70558,13.53812,11.52036,9.68031,8.03564,6.439496,5.224793,4.194314,3.330877,2.60952,1.942376,1.465823,1.080133,0.7756637,0.5450041,0.3516022,0.2403995,0.1634766,0.1110638,0.0754579,0.092,KEN,female,female,2010
543,473.911,456.4041,446.2428,437.584,428.1229,435.855,410.8837,386.0614,361.8354,338.3964,365.5032,340.6507,316.9695,294.4648,273.192,300.6906,278.2607,257.1062,237.1799,218.5484,239.381,220.5404,203.3909,187.8725,173.8232,189.6279,175.9418,163.375,151.7579,140.9995,151.7032,141.0126,131.1177,121.9482,113.3673,122.2788,113.2617,104.5809,96.18772,88.08595,87.98202,82.23694,76.46189,70.74811,65.37604,59.69683,55.73977,52.65695,50.48325,49.0162,48.82423,48.13485,47.57894,47.00888,46.34211,45.79399,44.74397,43.42701,41.82684,40.0172,37.78765,35.83082,33.89863,32.03555,30.23936,28.50521,26.81262,25.16162,23.54881,21.97574,20.42084,18.93745,17.50248,16.11694,14.7753,13.46015,12.19784,10.97546,9.7949,8.653638,7.483814,6.439758,5.451872,4.533775,3.704779,2.871372,2.271125,1.769513,1.358018,1.022973,0.7111725,0.5093442,0.3533571,0.2368746,0.1542516,0.088606,0.055645,0.0346925,0.0216037,0.0134528,0.012,KEN,male,male,1990
544,659.1738,627.1388,602.506,579.5339,557.4963,559.7646,523.2446,490.1462,460.9327,435.8551,467.3706,449.4128,436.5214,428.1394,422.721,442.3473,436.8952,428.7317,416.5758,400.669,417.263,394.2988,370.3404,346.4036,322.8904,348.5091,323.0139,298.6193,275.3997,253.4261,275.2515,252.1533,230.3854,209.936,190.9598,206.2525,187.6271,171.0135,156.328,143.3469,155.3314,143.2652,132.4485,122.6816,113.8254,122.6618,114.1383,106.3487,99.19989,92.54339,100.3478,93.30849,86.47153,79.78324,73.24393,73.29007,68.54131,63.6832,58.79892,54.13051,49.15071,45.54541,42.60664,40.35308,38.61217,37.8214,36.56764,35.36028,34.0917,32.70299,31.29879,29.55997,27.62576,25.51376,23.30072,20.78994,18.62914,16.5629,14.62225,12.80677,11.01543,9.459573,8.028504,6.726871,5.562619,4.428551,3.565809,2.832706,2.218566,1.707368,1.224917,0.8994874,0.6413814,0.4431199,0.2980939,0.179507,0.1167965,0.0754903,0.0487394,0.0314668,0.029,KEN,male,male,2005
545,739.907,709.9247,688.2188,668.9881,650.8211,650.7562,610.6406,572.4972,536.3423,502.3627,544.5245,511.0293,480.8537,454.2174,431.2431,458.4397,441.7227,429.2476,420.4391,413.9868,433.5132,426.5634,417.1696,404.2823,388.0865,402.9741,380.251,356.5834,332.8901,309.5773,333.3274,308.0315,283.8529,260.8803,239.1938,258.6613,236.0358,214.8086,194.9674,176.6589,190.0661,172.3247,156.6091,142.8187,130.7134,141.5225,130.4021,120.4871,111.5771,103.5283,111.6513,103.932,96.87969,90.40137,84.35461,91.49297,85.04114,78.74113,72.5448,66.45599,66.29193,61.76017,57.10741,52.41808,47.91942,43.14028,39.60421,36.65969,34.31204,32.39778,31.28063,29.73662,28.21249,26.62547,24.94178,23.17242,21.26904,19.27067,17.21022,15.15266,12.89943,11.05658,9.358448,7.824711,6.458832,5.131515,4.118234,3.254851,2.53055,1.93085,1.367585,0.9971364,0.7079071,0.4887486,0.3296224,0.2016359,0.1320596,0.0859874,0.0559331,0.036384,0.036,KEN,male,male,2010
546,64.59195,63.60253,63.01976,62.20361,61.0169,62.04321,58.15898,54.26157,50.51437,47.03086,51.98374,48.87936,46.36278,44.40236,42.84876,46.50097,44.9271,43.05702,40.79076,38.37014,38.04008,36.17215,35.0552,34.81102,35.23154,37.52965,38.33213,38.72276,38.37725,37.28822,39.03035,36.69382,34.0914,31.40648,28.77196,31.50977,28.71266,26.1606,23.83809,21.63587,22.00239,20.18206,18.1269,15.92953,13.93711,11.52076,10.67242,10.514,11.15987,12.47595,16.11941,18.17956,19.63859,19.87075,19.11069,16.36732,15.28201,14.57369,14.44123,14.72176,16.20105,16.62316,16.68714,16.18063,15.20201,13.38497,12.05981,10.75419,9.55869,8.527343,7.548939,6.925829,6.511098,6.293967,6.192168,6.451011,6.31013,6.029263,5.574322,5.021273,4.242951,3.750526,3.339243,3.016279,2.743,2.560946,2.280603,1.975386,1.650302,1.334763,0.979001,0.7574376,0.5789825,0.4398179,0.3327611,0.2471644,0.1859887,0.1398029,0.1050796,0.0789643,0.121,KGZ,female,female,1990
547,52.95531,50.90501,49.83002,49.39421,49.55125,46.31414,47.97533,49.99555,52.23445,54.61551,51.87004,54.23858,56.73405,59.30731,61.71302,58.92828,59.87284,59.72919,58.36002,55.96468,56.84139,53.0082,49.05909,45.27609,41.79623,45.77486,42.74633,40.32706,38.48439,37.07635,40.24561,38.96744,37.49748,35.73282,33.85365,33.93295,32.52174,31.7486,31.71966,32.23206,34.47764,35.11901,35.21507,34.46477,32.93353,33.50335,30.86097,28.10183,25.41275,22.8931,24.72483,22.22937,20.01556,18.04821,16.21103,16.33225,14.76132,13.00606,11.15582,9.506555,7.595114,6.90168,6.731537,7.154603,8.063065,10.78031,12.18962,13.04188,12.85604,11.89314,9.473372,8.438684,7.712734,7.389139,7.333074,8.004311,8.022511,7.839414,7.352226,6.631536,5.480823,4.663508,3.892063,3.204893,2.612713,2.061059,1.660488,1.335472,1.073536,0.8584447,0.6719258,0.521753,0.3954567,0.2913657,0.2094987,0.1375617,0.0959493,0.0665168,0.0460667,0.0319055,0.058,KGZ,female,female,2005
548,60.92289,58.97265,57.24365,55.39412,53.51629,51.42455,48.92686,47.02145,45.84736,45.48278,46.84203,48.22008,50.4248,53.40061,56.98347,52.51833,56.11665,59.64772,62.8085,65.2988,63.58527,63.80117,62.63845,60.10167,56.49546,55.26963,50.35589,45.46296,40.89015,36.83636,39.37802,36.27748,34.08706,32.7658,32.08066,36.10358,35.79987,35.23718,34.21071,32.88166,33.25882,32.09847,31.45384,31.451,31.88487,33.90159,34.20499,33.83618,32.54149,30.49675,30.11945,27.29708,24.58324,22.13529,19.95594,21.86079,19.72276,17.77811,15.98394,14.2814,14.20868,12.81055,11.31809,9.79905,8.46063,6.951887,6.374198,6.223693,6.550051,7.234171,9.331958,10.17382,10.43293,9.815358,8.653935,6.465587,5.523868,4.879715,4.561635,4.443197,4.860089,4.76624,4.516624,4.056913,3.469134,2.611235,2.08715,1.637916,1.272415,0.9782836,0.7192689,0.5379663,0.3955113,0.2854368,0.2028167,0.135692,0.0945534,0.0656358,0.0455337,0.0315851,0.041,KGZ,female,female,2010
549,67.63834,66.47227,65.82124,64.93498,63.65934,63.644,59.42986,55.23597,51.23099,47.53019,53.07635,49.75185,47.05562,44.95508,43.3171,46.58937,45.11424,43.45839,41.50653,39.40747,39.83012,38.04811,36.8259,36.25589,36.19099,37.46484,37.68594,37.63237,37.08822,36.01363,38.07449,35.94697,33.53511,30.97301,28.39342,31.01134,28.17348,25.54291,23.12378,20.84849,21.00608,19.23448,17.33285,15.37247,13.61813,11.54677,10.78619,10.63679,11.19194,12.30832,15.38946,16.97745,17.97535,17.90616,17.02359,14.50155,13.44797,12.74594,12.5426,12.65294,13.81162,13.79814,13.31632,12.23606,10.77785,8.5424,7.169655,5.981394,5.01587,4.259677,3.677468,3.26643,2.996539,2.847264,2.7693,2.892825,2.814295,2.675259,2.457388,2.194233,1.829281,1.591796,1.388703,1.2235,1.08372,0.9776548,0.8558394,0.736482,0.6192857,0.508738,0.3897741,0.3067793,0.2367814,0.1795167,0.1341485,0.0949832,0.0696842,0.0509365,0.0372132,0.0271829,0.033,KGZ,male,male,1990
550,55.52525,53.26067,52.11635,51.69867,51.93955,48.55299,50.26456,52.31333,54.53192,56.8312,53.65049,55.84758,58.15217,60.5316,62.74516,60.02765,60.79662,60.46625,58.90204,56.32343,56.92533,52.99271,49.00414,45.23775,41.80506,45.9446,42.9527,40.53814,38.66312,37.20844,40.2653,38.98095,37.56121,35.90454,34.136,34.50293,33.03797,32.06797,31.67059,31.69554,32.99308,33.13825,32.92557,32.14974,30.80635,31.83269,29.46608,26.88496,24.24061,21.67766,22.99508,20.42493,18.15856,16.17832,14.38411,14.38176,12.95304,11.42893,9.867359,8.480909,6.927154,6.300049,6.090312,6.337638,6.929848,8.7874,9.599168,9.969337,9.618156,8.77094,6.968484,6.165899,5.600592,5.323946,5.226077,5.63563,5.528396,5.24841,4.74215,4.089414,3.126895,2.513944,1.97427,1.524697,1.161193,0.8380806,0.6240525,0.4607365,0.3376848,0.2454457,0.1718064,0.1222366,0.0858341,0.0594415,0.0406814,0.0265377,0.0178985,0.012036,0.00809,0.0054378,0.003,KGZ,male,male,2005
551,64.1894,62.02882,60.12873,58.08996,56.01758,53.27736,50.6077,48.59132,47.37764,47.03599,48.76509,50.23555,52.5195,55.53452,59.09031,54.11516,57.53296,60.81105,63.6593,65.81051,63.91535,63.8696,62.52337,59.90062,56.29804,55.16001,50.37951,45.65346,41.25691,37.34212,40.21249,37.06694,34.70605,33.08223,32.01228,35.27925,34.54924,33.67623,32.51154,31.16973,31.69298,30.55046,29.84752,29.67051,29.85452,31.31443,31.41485,31.00655,29.88659,28.13557,28.15543,25.52757,22.85271,20.28428,17.908,18.86916,16.58913,14.59439,12.85637,11.30494,11.1702,10.0016,8.816287,7.647989,6.628917,5.529278,5.065849,4.91012,5.087009,5.495742,6.818979,7.245588,7.261362,6.710524,5.840546,4.341471,3.689333,3.250197,3.034578,2.949419,3.231352,3.130371,2.903548,2.523596,2.063133,1.40664,1.049002,0.7586351,0.5367908,0.3729327,0.2382229,0.1606386,0.1070805,0.0707096,0.0463484,0.0293656,0.01907,0.0123619,0.0080112,0.0051912,0.006,KGZ,male,male,2010
552,192.8756,186.7695,184.9259,184.4345,183.7068,233.4802,196.9276,164.0292,135.0213,110.2246,88.31274,73.43815,63.4544,58.09156,56.64313,77.80057,83.37009,90.41949,97.26705,102.9738,90.96626,92.31448,91.92162,90.05609,87.02054,91.36806,86.71765,81.9532,77.33339,72.93871,76.81447,72.41102,68.21796,64.20922,60.40034,63.32677,59.6139,56.19552,53.0719,50.20693,50.97111,49.3994,47.90686,46.46083,44.9868,43.64174,41.88757,39.91576,37.73468,35.51625,32.85653,31.08613,29.69492,28.72843,28.05999,28.09381,27.57696,26.94604,26.11034,25.08684,23.79,22.52728,21.20305,19.85068,18.49398,17.06185,15.75873,14.50025,13.29808,12.16409,11.06393,10.09349,9.207385,8.398302,7.634891,6.939887,6.191001,5.437471,4.684478,3.949163,3.128255,2.509904,1.958507,1.485424,1.100908,0.7519612,0.5431522,0.3912919,0.2824133,0.2031813,0.1420854,0.0993744,0.0677757,0.0448478,0.0289166,0.0166698,0.0104043,0.0064524,0.0039973,0.0024762,0.003,KHM,female,female,1990
553,150.7934,148.1772,147.5846,147.7516,148.5035,137.2257,145.4275,154.4348,163.8227,173.0302,170.7108,176.558,179.8082,180.1698,178.4971,161.4434,160.5853,162.2236,166.8349,171.7999,195.4209,186.5715,165.0417,133.5038,101.2671,96.39677,72.97475,59.47824,54.39499,55.38526,70.27411,80.50529,91.41711,99.24203,102.9155,91.00669,88.56165,85.28529,82.29041,79.53994,84.40032,81.24064,77.73088,73.80093,69.64324,72.98193,68.45138,64.16445,60.17984,56.4784,59.16089,55.58052,52.24274,49.12631,46.20853,46.5737,44.77514,43.03273,41.32547,39.58795,37.93191,35.94267,33.77244,31.43888,29.08911,26.42004,24.4642,22.80944,21.47071,20.33761,19.66653,18.58876,17.42117,16.12621,14.73233,13.12628,11.68762,10.27856,8.926925,7.657618,6.356129,5.315788,4.387945,3.575825,2.876312,2.221658,1.74221,1.34948,1.031275,0.7743769,0.5377135,0.3836493,0.2647312,0.176208,0.113698,0.0641721,0.0398512,0.0245596,0.0151122,0.0093048,0.007,KHM,female,female,2005
554,151.4072,149.7312,149.0669,148.4044,147.6872,141.4648,140.9905,141.253,142.5254,145.0623,137.8169,143.5916,151.5191,161.5826,172.7498,163.7934,170.6152,172.9328,169.7539,163.0287,144.0417,139.1237,138.148,142.1799,148.9027,176.6246,175.1796,161.813,136.8541,108.1977,107.7435,83.33045,68.22877,61.47365,60.7966,72.45274,80.08334,88.40421,94.51291,97.59278,87.49975,85.71174,83.07217,80.41916,77.75719,82.07832,78.78999,75.17268,71.21511,67.0929,70.28047,65.82749,61.6023,57.65086,53.95786,56.31841,52.71569,49.34756,46.19647,43.23886,43.35489,41.42785,39.54762,37.69327,35.80637,33.96754,31.85418,29.58817,27.19561,24.80948,22.17163,20.17186,18.44211,16.98427,15.70313,14.75485,13.54302,12.29083,10.98496,9.65633,8.171218,6.942981,5.798305,4.757232,3.837264,2.930463,2.28879,1.760514,1.334246,0.9939875,0.688844,0.4920937,0.3429098,0.232685,0.1544675,0.0933208,0.0602523,0.0386859,0.0248232,0.0159178,0.014,KHM,female,female,2010
555,199.9667,193.166,191.2651,190.6611,189.7584,240.6334,201.4825,166.6892,136.3957,110.8041,87.77005,72.84784,62.94363,57.73082,56.43568,78.60337,84.19809,90.94858,96.98606,101.3919,87.47322,87.30726,85.49223,82.44193,78.50536,81.26723,76.2144,71.27738,66.6629,62.41306,65.42212,61.40171,57.67439,54.19016,50.90563,53.45243,50.13298,46.9562,43.91563,41.03478,40.91441,39.0941,37.4074,35.84768,34.31842,33.01423,31.2438,29.25909,27.06716,24.83571,22.22191,20.39424,18.87451,17.68807,16.76227,16.26252,15.63095,15.06884,14.52891,13.96278,13.44383,12.70157,11.83624,10.86624,9.909121,8.74688,8.124479,7.738032,7.604552,7.625058,8.170892,8.13958,7.895353,7.368607,6.634568,5.506534,4.70265,3.948349,3.276475,2.689994,2.134235,1.715098,1.363539,1.071758,0.8303697,0.6086525,0.4532526,0.329127,0.2323931,0.1595748,0.0964625,0.0628233,0.0399011,0.0247517,0.0150614,0.0083518,0.0049605,0.0029325,0.0017322,0.0010231,0.001,KHM,male,male,1990
556,156.8976,153.8138,153.0567,153.0708,153.6558,142.581,151.2096,160.6618,170.4752,180.0464,176.9887,182.8677,185.9352,185.8967,183.6937,165.8628,164.5832,165.9531,170.4649,175.3139,198.9219,189.1163,166.1119,132.9881,99.68989,93.27409,70.05722,56.96191,52.32309,53.75369,69.8152,80.65314,91.88626,99.33475,101.9276,87.99545,84.13001,79.54265,75.41999,71.72391,74.94358,71.15427,67.23919,63.13333,58.99463,61.34863,57.12835,53.23623,49.69408,46.4337,48.55418,45.3176,42.20971,39.20794,36.33857,35.89713,33.93618,32.08776,30.34938,28.64054,27.07941,25.19326,23.15988,20.99952,18.85093,16.45581,14.70592,13.21522,11.9859,10.95414,10.21433,9.391458,8.620151,7.875165,7.133899,6.374627,5.614676,4.849983,4.101304,3.42141,2.739372,2.289105,1.942066,1.682388,1.470069,1.324485,1.121657,0.9127485,0.7044299,0.5166786,0.3108459,0.2092377,0.1360204,0.0859085,0.0529876,0.0291971,0.0174929,0.0104202,0.0061992,0.0036906,0.003,KHM,male,male,2005
557,157.8198,155.85,155.0696,154.2741,153.3965,147.6045,147.0267,147.2428,148.5479,151.2211,142.8284,148.9775,157.4685,168.3012,180.3354,172.3426,179.5635,181.6826,177.5935,169.4777,148.0855,141.7375,139.3908,142.0578,147.3024,172.5075,169.33,154.7458,129.4758,101.402,100.1248,77.30634,63.59563,57.98586,58.28933,71.56814,80.21129,89.17375,95.10237,97.17243,84.81429,81.48372,77.39655,73.51942,69.86104,72.564,68.65102,64.63579,60.49742,56.37778,58.5285,54.35894,50.50433,46.97669,43.71254,45.47286,42.21725,39.09301,36.08246,33.21043,32.56013,30.52799,28.60682,26.793,25.01605,23.3513,21.45319,19.45397,17.38004,15.35049,13.14554,11.51558,10.12099,8.95507,7.963818,7.191452,6.401185,5.67328,4.99144,4.340644,3.672859,3.080336,2.520989,2.008819,1.570996,1.160171,0.9008076,0.7074987,0.5653294,0.4531934,0.361333,0.2758836,0.1999616,0.1357347,0.0870871,0.043882,0.026229,0.0154567,0.0090902,0.0053422,0.005,KHM,male,male,2010
558,1.190593,1.149117,1.120291,1.093865,1.066443,1.048785,0.972545,0.9060569,0.8501614,0.8033865,0.9118741,0.8673841,0.8244258,0.7838658,0.7448785,0.8235213,0.7931458,0.7736811,0.7617897,0.7590412,0.6786229,0.6793686,0.6757259,0.6671307,0.6507868,0.6586282,0.6240069,0.5853914,0.5445253,0.5034916,0.5297376,0.489122,0.4519647,0.4175416,0.385648,0.4239829,0.3890696,0.3557343,0.3232025,0.2917106,0.3111914,0.296132,0.2806995,0.2649185,0.2496098,0.2328647,0.2209577,0.2114904,0.2046001,0.1992685,0.1984669,0.1927415,0.1853956,0.1759481,0.1651452,0.1511551,0.1404339,0.1305814,0.1218863,0.1140975,0.1076461,0.1007737,0.0940736,0.0874447,0.0809798,0.0744054,0.0685994,0.0632027,0.0582241,0.0535794,0.0493253,0.0450965,0.0410073,0.0370461,0.0332451,0.0294189,0.0260642,0.0229511,0.0200897,0.0174878,0.0093028,0.0080201,0.0068856,0.0058898,0.0050216,0.0042698,0.0036222,0.0030669,0.0025935,0.0021908,0.00185,0.001562,0.0013189,0.0011136,0.0009403,0.0007939,0.0006703,0.000566,0.0004779,0.0004035,0.0003407,KIR,female,female,1990
559,1.087911,1.081756,1.088581,1.100548,1.115355,1.129242,1.170298,1.197154,1.201779,1.185339,1.103901,1.067139,1.028979,0.9939948,0.9620382,0.9664829,0.9352542,0.9030952,0.8708613,0.8358573,0.8870786,0.8448614,0.800868,0.75528,0.7102985,0.7838109,0.7356105,0.6907002,0.6514595,0.6164863,0.6838844,0.6588929,0.6433634,0.6339355,0.6317969,0.5648966,0.5650048,0.5610992,0.5527486,0.5378429,0.5421627,0.5125709,0.4801883,0.4464707,0.4128292,0.4351943,0.4013973,0.3699427,0.3402124,0.312332,0.3399816,0.3098339,0.2815058,0.2544103,0.228471,0.2432169,0.2296872,0.2154485,0.2004983,0.1857352,0.1693278,0.1574919,0.1477508,0.1401851,0.1339078,0.1310032,0.1244673,0.1168327,0.1078554,0.0981478,0.0864031,0.0773519,0.0691106,0.0618182,0.0553455,0.0496633,0.0443788,0.0395446,0.0351078,0.0310535,0.0188896,0.0166011,0.01455,0.0127207,0.0110987,0.0096648,0.0084034,0.0072982,0.0063315,0.0054906,0.0047594,0.0041256,0.0035761,0.0030996,0.0026867,0.002329,0.0020187,0.0017499,0.0015169,0.0013146,0.0011396,KIR,female,female,2005
560,1.102714,1.081836,1.070488,1.063619,1.061518,1.108178,1.163273,1.211839,1.243489,1.259459,1.156992,1.149182,1.136112,1.119819,1.099248,1.046172,1.019563,0.9904475,0.9597072,0.9279603,0.9241332,0.8899112,0.8552029,0.8217126,0.7867664,0.8345955,0.7940785,0.7521721,0.7088481,0.6661816,0.7346272,0.6892024,0.6470711,0.6104516,0.5779443,0.6418269,0.6186947,0.6043263,0.5955255,0.5934189,0.5303074,0.5301015,0.5260535,0.5177799,0.503308,0.506698,0.4783817,0.4474404,0.41525,0.3831465,0.4028496,0.3705498,0.3404657,0.3120297,0.2853737,0.3091997,0.2805002,0.2536024,0.2279772,0.2035672,0.2154077,0.2020699,0.1881705,0.1737453,0.1595755,0.1441267,0.1326765,0.1230675,0.1153216,0.1086674,0.1046273,0.0978413,0.0902941,0.081855,0.0730673,0.0628201,0.0550307,0.0480441,0.0419482,0.0366486,0.0229702,0.0200913,0.0175824,0.0153932,0.0134828,0.0118123,0.0103519,0.0090744,0.0079551,0.0069756,0.0061164,0.0053633,0.0047032,0.0041239,0.003616,0.0031709,0.0027802,0.002438,0.0021379,0.0018745,0.0016438,KIR,female,female,2010
561,1.269215,1.225559,1.194919,1.166554,1.137275,1.120665,1.037499,0.9646933,0.9021607,0.8480987,0.9718292,0.915065,0.8599552,0.8047829,0.7514454,0.8419294,0.7975752,0.7658673,0.7476592,0.7399797,0.6795895,0.680521,0.6784903,0.6699637,0.6544283,0.664138,0.6295865,0.5911717,0.5501847,0.5102082,0.5423751,0.5027379,0.4680319,0.4372538,0.4083015,0.457898,0.425159,0.3920739,0.3584205,0.3241175,0.3423142,0.3264242,0.3111367,0.2966997,0.2833707,0.2705241,0.2600589,0.2512424,0.2440343,0.2377204,0.2343636,0.2274241,0.2192081,0.2094031,0.19858,0.1852062,0.1744685,0.1644562,0.1554392,0.1472753,0.1403057,0.133264,0.1265762,0.1201101,0.1137109,0.107637,0.1009814,0.094099,0.0870004,0.0798625,0.0722199,0.0655535,0.0592609,0.0533951,0.0479179,0.0426865,0.0378924,0.0334059,0.029226,0.0253833,0.0127356,0.010921,0.0093137,0.0079046,0.0066798,0.0056246,0.0047217,0.0039539,0.0033053,0.0027593,0.0023023,0.0019208,0.0016025,0.0013369,0.0011154,0.0009305,0.0007764,0.0006477,0.0005403,0.0004508,0.0003761,KIR,male,male,1990
562,1.16002,1.153404,1.159949,1.172369,1.187216,1.200623,1.24412,1.271731,1.276097,1.258569,1.171933,1.132531,1.09178,1.054426,1.019582,1.023497,0.9898366,0.9562479,0.9220421,0.8851424,0.9408764,0.8946241,0.8462942,0.7952968,0.743806,0.8279822,0.7686424,0.7128667,0.6609145,0.6136158,0.6885958,0.6515711,0.6254855,0.6104724,0.6039667,0.5546288,0.5548832,0.5525199,0.5446666,0.5310251,0.5374302,0.508568,0.4768669,0.4433704,0.41071,0.4366115,0.4033772,0.3735157,0.3462003,0.3200653,0.3535625,0.3243631,0.2955604,0.2670924,0.238699,0.2497499,0.2345303,0.2194277,0.2045799,0.1904048,0.1759986,0.1642454,0.1539624,0.145124,0.1371116,0.1311643,0.1229297,0.114023,0.1043523,0.0943718,0.0830428,0.0739496,0.0656179,0.0581451,0.0514713,0.0454205,0.0400951,0.0353306,0.0310748,0.0272812,0.01663,0.0145537,0.0127194,0.0111026,0.009682,0.0084347,0.0073427,0.0063886,0.005555,0.0048298,0.0041981,0.0036491,0.003172,0.002757,0.0023964,0.002083,0.0018105,0.0015738,0.001368,0.0011889,0.0010335,KIR,male,male,2005
