index,Age 0 Population,Age 1 Population,Age 2 Population,Age 3 Population,Age 4 Population,Age 5 Population,Age 6 Population,Age 7 Population,Age 8 Population,Age 9 Population,Age 10 Population,Age 11 Population,Age 12 Population,Age 13 Population,Age 14 Population,Age 15 Population,Age 16 Population,Age 17 Population,Age 18 Population,Age 19 Population,Age 20 Population,Age 21 Population,Age 22 Population,Age 23 Population,Age 24 Population,Age 25 Population,Age 26 Population,Age 27 Population,Age 28 Population,Age 29 Population,Age 30 Population,Age 31 Population,Age 32 Population,Age 33 Population,Age 34 Population,Age 35 Population,Age 36 Population,Age 37 Population,Age 38 Population,Age 39 Population,Age 40 Population,Age 41 Population,Age 42 Population,Age 43 Population,Age 44 Population,Age 45 Population,Age 46 Population,Age 47 Population,Age 48 Population,Age 49 Population,Age 50 Population,Age 51 Population,Age 52 Population,Age 53 Population,Age 54 Population,Age 55 Population,Age 56 Population,Age 57 Population,Age 58 Population,Age 59 Population,Age 60 Population,Age 61 Population,Age 62 Population,Age 63 Population,Age 64 Population,Age 65 Population,Age 66 Population,Age 67 Population,Age 68 Population,Age 69 Population,Age 70 Population,Age 71 Population,Age 72 Population,Age 73 Population,Age 74 Population,Age 75 Population,Age 76 Population,Age 77 Population,Age 78 Population,Age 79 Population,Age 80 Population,Age 81 Population,Age 82 Population,Age 83 Population,Age 84 Population,Age 85 Population,Age 86 Population,Age 87 Population,Age 88 Population,Age 89 Population,Age 90 Population,Age 91 Population,Age 92 Population,Age 93 Population,Age 94 Population,Age 95 Population,Age 96 Population,Age 97 Population,Age 98 Population,Age 99 Population,Age 100 Population,Country Code,Sex,iso3,Year
84,199.1341,181.9967,169.7337,162.063,155.5835,156.7557,149.1185,141.8295,134.8261,128.0503,136.6338,129.2834,122.0023,114.8088,107.8057,113.4213,106.4277,100.0313,94.26075,89.01493,93.60889,88.4914,83.51601,78.60397,73.80972,75.69302,70.96252,66.60459,62.64692,59.01295,60.68147,57.14532,53.71262,50.36142,47.19715,47.34575,44.69474,42.52249,40.84083,39.49119,40.72654,40.04861,39.1925,38.06149,36.72387,34.95483,33.51062,32.12851,30.85879,29.68826,28.65497,27.60835,26.59493,25.60193,24.63282,23.67485,22.77264,21.91068,21.0889,20.29293,19.56405,18.77203,17.96524,17.13556,16.27914,15.39942,14.48742,13.55075,12.59332,11.6191,10.59652,9.611614,8.633281,7.672149,6.738436,5.761371,4.926572,4.149933,3.440431,2.806692,2.179105,1.721495,1.338342,1.023545,0.7685133,0.5355682,0.3848077,0.2694997,0.1834252,0.1206991,0.0656451,0.0396865,0.0227999,0.0124117,0.0064569,0.0026282,0.0012918,0.0006278,0.0003045,0.0001477,0.0,BFA,female,female,1990
85,287.2021,265.2624,249.9731,240.0087,231.2007,231.9344,218.9955,206.8824,195.5579,184.9879,198.7206,188.3089,178.6261,169.6175,161.1689,171.5055,162.9732,154.7795,146.8736,139.2692,147.6807,139.9403,132.6017,125.6382,118.9501,125.7024,118.4541,111.2017,103.9584,96.88841,101.3019,94.35403,88.11678,82.62462,77.74368,81.56436,76.95134,72.50333,68.12894,63.87302,65.43185,61.25927,57.42902,53.96221,50.78363,52.18813,49.08179,46.05257,43.07967,40.25784,40.24125,37.8437,35.853,34.27597,32.96906,33.82644,33.01892,32.02864,30.77757,29.32844,27.49684,25.92485,24.38762,22.92506,21.52463,20.20478,18.87044,17.55206,16.24455,14.95117,13.63843,12.39611,11.18849,10.02212,8.899841,7.762963,6.750681,5.798687,4.914558,4.106112,3.294703,2.668728,2.125897,1.663755,1.276916,0.9102514,0.6678171,0.4775855,0.3320498,0.2232963,0.1251974,0.077418,0.0455124,0.0253619,0.0135103,0.0056679,0.002854,0.001421,0.0007062,0.0003509,0.0,BFA,female,female,2005
86,323.9479,298.5775,280.2402,268.4914,259.1599,264.6544,250.7923,237.6357,225.1633,213.3514,227.5024,215.6067,204.3467,193.6777,183.5665,196.1312,185.8761,176.1429,166.9016,158.1192,168.0813,159.1853,150.7414,142.7321,135.1399,143.0595,135.4688,128.2955,121.4925,114.9627,121.4698,114.4148,107.3727,100.3562,93.51851,97.77785,91.06311,85.03135,79.71371,74.98199,78.63518,74.15648,69.83762,65.59115,61.45857,62.92107,58.85891,55.12117,51.72729,48.60558,49.85462,46.78939,43.79724,40.8597,38.06704,37.92412,35.52565,33.50897,31.87629,30.48797,31.09125,30.12395,28.97185,27.56922,25.98073,24.03124,22.34063,20.68845,19.11051,17.59317,16.12945,14.6842,13.2652,11.87569,10.53046,9.147143,7.948597,6.833887,5.810166,4.879207,3.95952,3.231137,2.594061,2.046102,1.583179,1.142007,0.8463368,0.6123978,0.431619,0.2946397,0.1692081,0.1062726,0.0634026,0.0358078,0.0193089,0.0081715,0.0041586,0.0020921,0.0010504,0.0005274,0.0,BFA,female,female,2010
87,205.9397,187.8753,174.961,166.7648,159.7099,161.7001,154.0275,146.6748,139.5741,132.6604,141.1299,133.5446,125.9744,118.4405,111.0607,116.8275,109.3618,102.495,96.25644,90.53423,94.68923,88.9897,83.39788,77.84349,72.4127,73.40874,68.08886,63.21252,58.80398,54.75891,55.64262,51.66842,47.78806,43.99464,40.46225,39.65036,36.92083,34.84431,33.42662,32.43788,34.03981,33.61938,32.91275,31.78013,30.33692,28.24143,26.6776,25.22472,23.95131,22.82893,21.92505,20.97523,20.06462,19.17319,18.30891,17.444,16.67099,15.95579,15.30056,14.69065,14.16724,13.59793,13.03081,12.45597,11.86605,11.27558,10.64098,9.981925,9.299498,8.597013,7.850465,7.127789,6.405381,5.692113,4.996251,4.262577,3.6373,3.054786,2.522546,2.04779,1.575855,1.236434,0.9537664,0.7231017,0.5378423,0.369722,0.2629822,0.1823409,0.1228871,0.0800677,0.0429225,0.0256666,0.0145697,0.0078271,0.004014,0.001597,0.0007728,0.0003696,0.0001764,8.42e-05,0.0,BFA,male,male,1990
88,297.3632,274.3611,258.363,247.7726,238.2508,239.7419,226.5576,214.1903,202.5987,191.7477,205.602,194.8557,184.8149,175.4255,166.5798,177.2984,168.2903,159.6193,151.2378,143.1552,151.4302,143.1465,135.2542,127.7279,120.4743,126.7367,118.884,111.0576,103.28,95.72276,99.47132,92.08081,85.44352,79.58126,74.34709,77.42124,72.42657,67.60429,62.87099,58.2859,58.93683,54.50189,50.45435,46.80525,43.45868,44.03634,40.73103,37.49195,34.31601,31.35467,30.4786,28.1847,26.42589,25.19925,24.30755,25.41122,24.89046,24.11168,22.972,21.57664,19.65459,18.17926,16.79583,15.55251,14.42381,13.44452,12.44477,11.47918,10.53679,9.621731,8.706274,7.868114,7.073816,6.324965,5.61683,4.922915,4.291044,3.696429,3.141941,2.631672,2.115308,1.714012,1.363452,1.063362,0.8118661,0.5717439,0.4163779,0.2954585,0.203758,0.1356618,0.0738098,0.0447667,0.0256193,0.0137761,0.0070281,0.00269,0.001285,0.0006059,0.000285,0.0001341,0.0,BFA,male,male,2005
89,335.3544,308.6375,289.3694,276.9093,266.8877,273.5877,259.5328,246.1594,233.4396,221.3453,235.5013,223.2404,211.5703,200.449,189.8591,202.9324,192.1105,181.8224,172.0445,162.7402,172.6031,163.1361,154.1204,145.5376,137.3798,144.9263,136.7609,129.0515,121.7554,114.7659,120.7639,113.2466,105.7651,98.33309,91.11222,94.64756,87.58446,81.23879,75.63042,70.61777,73.49412,68.6969,64.05895,59.50188,55.08414,55.59915,51.32154,47.41431,43.88763,40.64937,41.07251,37.87096,34.73579,31.66602,28.80471,27.86073,25.62907,23.8958,22.6518,21.7106,22.54975,21.91445,21.04165,19.84783,18.43433,16.56075,15.1063,13.74415,12.51277,11.38603,10.37734,9.370732,8.401323,7.464544,6.570059,5.662817,4.890944,4.184425,3.545189,2.970625,2.414193,1.969609,1.581915,1.248699,0.9665823,0.6959821,0.5144422,0.3702755,0.2587394,0.1745609,0.0972249,0.0600201,0.0351162,0.0194107,0.010228,0.0041729,0.0020711,0.0010157,0.0004971,0.0002433,0.0,BFA,male,male,2010
90,1706.234,1647.604,1610.009,1581.021,1551.934,1556.748,1518.732,1476.32,1429.609,1378.937,1420.384,1360.494,1299.253,1237.748,1178.536,1191.577,1140.237,1096.172,1059.27,1026.9,1086.761,1051.317,1012.177,967.996,918.5507,982.9933,916.9214,847.655,776.8087,707.1887,724.3745,655.1584,592.3389,536.3122,487.149,506.7734,466.0477,432.5742,405.7674,383.9753,406.4376,401.353,397.2622,393.2137,388.5496,385.0705,377.4845,367.7322,355.6463,341.9095,324.5142,309.9745,295.9459,282.8346,270.5848,259.3426,248.3853,237.9083,227.8191,218.0567,208.7632,199.5044,190.4449,181.5392,172.6793,164.0346,154.9763,145.7437,136.3499,126.9525,117.1303,108.2311,99.72649,91.65701,83.91916,76.48206,69.14793,61.97033,54.97568,48.26699,41.38497,35.59541,30.30561,25.53205,21.24196,17.04313,13.726,10.8362,8.365107,6.298561,4.28385,3.045606,2.096133,1.395275,0.9031365,0.5169574,0.3231093,0.2005424,0.1243194,0.0770714,0.078,BGD,female,female,1990
91,1543.922,1545.464,1558.757,1575.38,1590.271,1561.33,1573.514,1583.263,1591.298,1597.71,1555.813,1559.133,1560.616,1559.802,1556.375,1524.313,1514.877,1501.911,1485.05,1463.891,1473.336,1440.861,1402.864,1359.823,1312.04,1352.197,1293.302,1231.946,1169.328,1108.521,1112.693,1060.243,1015.818,979.4942,948.4554,1005.014,971.9685,935.422,893.9011,847.3424,905.015,843.2961,779.0009,713.6663,649.7589,666.2857,602.991,545.5815,494.3329,449.1239,467.4272,428.8694,396.3257,369.257,346.4196,362.2328,354.0663,347.0,340.3607,333.4983,328.2448,319.1186,308.1488,295.1351,280.5666,263.0268,247.2372,231.5118,216.1778,201.3143,186.5821,172.7578,159.4717,146.736,134.5404,122.7017,111.5824,100.996,90.91992,81.22998,71.58992,62.52034,53.77805,45.4694,37.78828,29.8937,24.03721,19.02524,14.81899,11.32386,8.00285,5.818599,4.103013,2.800282,1.859257,1.098698,0.7047827,0.4489959,0.2857161,0.1818076,0.199,BGD,female,female,2005
92,1446.113,1446.214,1456.957,1472.124,1489.257,1467.754,1510.193,1551.045,1587.982,1619.393,1535.665,1552.175,1562.407,1566.877,1566.799,1519.76,1515.403,1510.688,1506.284,1501.779,1470.968,1464.218,1455.191,1443.097,1427.077,1443.281,1415.412,1381.054,1340.395,1293.835,1331.985,1272.578,1210.092,1145.98,1083.716,1083.834,1031.012,987.1157,952.3069,923.4215,982.2043,951.5732,916.906,876.4816,830.4084,884.9568,823.3038,759.1412,694.1497,630.8317,645.6141,583.5217,527.5204,477.7979,433.9869,452.0775,414.1348,381.573,353.842,329.9347,342.0286,331.8411,322.8348,314.4606,305.9729,299.3676,288.4701,275.5779,260.5181,243.9304,224.0963,206.8103,189.9264,173.7971,158.5089,143.6345,130.129,117.5009,105.7026,94.554,83.82217,73.62967,63.86974,54.60154,45.95488,37.05343,30.15659,24.10736,18.90983,14.52679,10.29402,7.536076,5.368374,3.718217,2.515316,1.542736,1.013341,0.6616977,0.4316415,0.2815841,0.251,BGD,female,female,2010
93,1763.969,1706.423,1674.292,1645.797,1616.159,1621.084,1581.316,1537.004,1488.256,1435.435,1478.31,1416.017,1352.382,1288.569,1227.396,1241.423,1189.51,1145.881,1110.458,1080.172,1148.681,1115.035,1076.679,1032.036,981.5019,1051.601,985.2842,916.9958,848.2404,780.4185,812.667,740.551,671.7066,606.6471,546.5462,557.6366,503.578,456.9953,417.6288,384.4303,393.3138,379.3524,368.8039,361.271,356.0939,355.459,353.0316,351.104,349.1343,346.7021,345.1166,340.6137,334.5684,326.7852,317.4749,305.8199,294.4148,282.3778,269.9759,257.4786,244.2144,232.2497,220.7919,209.9185,199.4735,189.7803,179.6627,169.5401,159.3563,149.1735,138.727,128.8094,119.1164,109.7014,100.5788,91.53941,83.07103,74.95279,67.19571,59.77505,52.3749,45.65671,39.30628,33.36946,27.89964,22.33582,18.04497,14.30379,11.11063,8.446795,5.905705,4.285018,3.031857,2.091605,1.412814,0.8735608,0.5746936,0.376084,0.2458876,0.1607738,0.158,BGD,male,male,1990
94,1605.003,1607.262,1623.557,1642.178,1658.163,1628.152,1642.926,1655.192,1665.697,1674.535,1634.885,1640.474,1644.155,1645.377,1643.523,1610.953,1601.112,1586.271,1565.845,1539.528,1543.435,1503.025,1456.152,1403.689,1346.684,1377.5,1311.552,1245.321,1180.274,1119.347,1126.897,1078.52,1040.1,1011.506,988.9385,1062.595,1036.469,1003.839,962.585,913.7873,972.3203,907.3758,841.1503,775.5023,711.6305,740.0015,673.3706,610.1954,550.7726,495.9269,506.1332,456.284,412.8833,375.6694,343.7779,349.1067,333.7883,321.2566,311.1504,302.898,298.2197,292.0089,286.1409,280.1898,273.7419,267.9514,259.3797,249.34,237.7299,224.819,209.6881,195.3108,180.6439,165.9816,151.6255,136.8048,123.8434,111.7441,100.5278,89.99091,79.95358,70.33147,61.09624,52.30141,44.10529,35.70771,29.22641,23.56919,18.72077,14.61592,10.70208,8.013892,5.855599,4.17009,2.906342,1.858805,1.261015,0.8508697,0.5736195,0.3866919,0.411,BGD,male,male,2005
95,1506.077,1506.246,1518.026,1533.784,1551.379,1529.575,1576.671,1622.251,1663.846,1699.731,1617.488,1637.601,1651.048,1658.203,1659.671,1611.151,1604.056,1593.502,1579.893,1564.024,1514.82,1497.244,1479.703,1462.381,1443.779,1463.071,1434.815,1399.76,1357.426,1308.382,1343.216,1280.607,1215.111,1148.47,1084.54,1083.067,1031.249,990.0394,959.5784,935.6693,1004.993,977.1333,942.1465,897.905,846.2947,890.593,825.6041,761.4724,700.0565,641.943,670.1191,611.3622,556.0947,504.2216,456.0703,468.2974,422.974,382.4625,346.632,315.1802,316.2621,299.8549,286.325,275.4651,266.565,261.6836,254.5107,247.3412,239.6905,231.2569,222.647,212.025,200.1695,187.1505,173.3629,157.751,143.7907,130.1701,117.0904,104.5718,92.05877,80.77272,70.12715,60.18173,51.00363,41.81134,34.46716,27.98598,22.35743,17.54009,12.88205,9.684884,7.105126,5.082174,3.558769,2.290539,1.56185,1.059327,0.7178357,0.486448,0.542,BGD,male,male,2010
96,50.30914,52.44706,54.36502,55.89286,57.05931,53.59184,55.14186,56.7399,58.49811,60.43278,59.83981,61.82433,63.66415,65.21432,66.33737,64.08793,63.96218,63.17096,61.77491,60.01243,60.42713,58.6369,57.19926,56.26686,55.83482,56.13084,56.59283,57.40337,58.48296,59.78204,57.71652,59.17665,60.65278,62.09414,63.52987,59.75043,61.24273,62.93529,64.86167,66.8205,66.54482,66.65137,65.91256,64.19421,61.83311,57.79868,55.42602,53.50374,52.23792,51.59085,51.72308,52.10723,52.93611,54.1458,55.55375,57.94468,59.05584,59.60431,59.42003,58.75261,56.80033,56.22276,56.16975,56.7821,57.46165,59.9902,58.32635,54.42568,48.36754,41.66451,32.5104,28.27315,25.60998,24.55762,24.57135,27.52632,28.05769,27.92202,26.66745,24.5091,20.79137,18.10861,15.53218,13.19588,11.0855,8.993486,7.306878,5.806638,4.501915,3.411142,2.378219,1.735689,1.248402,0.8873645,0.6248155,0.4230781,0.2944154,0.204394,0.141846,0.0984365,0.17033,BGR,female,female,1990
97,34.34845,33.49265,32.79249,32.25278,31.96148,29.24429,29.78507,30.73582,32.15754,34.14213,31.29873,34.36095,38.33189,43.31017,49.15377,42.54866,47.28453,51.35102,54.25678,56.03668,50.46457,51.10955,51.98121,53.43721,55.4203,53.17632,55.30573,57.0987,58.25636,58.75056,57.11649,56.5046,55.56363,54.45772,53.2944,54.18441,53.12907,52.26108,51.64071,51.30291,51.43987,51.74635,52.36605,53.26984,54.4077,52.52337,53.82402,55.11751,56.34263,57.53545,53.95056,55.20071,56.65747,58.36494,60.13196,59.97786,60.08188,59.39626,57.78409,55.54107,51.77357,49.41095,47.39114,45.88948,44.87253,44.48592,44.24801,44.33094,44.66983,45.07615,46.23674,46.10188,45.35574,43.88206,41.90023,38.9212,36.76106,34.79955,33.08784,31.26936,29.63053,26.56346,22.7282,18.4137,14.33912,9.912498,7.586719,5.937727,4.817491,3.993375,3.513964,2.850525,2.214651,1.622039,1.128141,0.6443921,0.4200961,0.2703584,0.1736296,0.1114937,0.14443,BGR,female,female,2005
98,36.50583,36.36094,36.06539,35.5801,34.94287,35.97217,34.19699,32.61874,31.36095,30.52284,29.24953,29.51844,30.42771,32.04518,34.41675,30.82096,34.22803,38.4351,43.39733,48.94577,42.94778,47.28095,50.98895,53.73356,55.55176,49.83094,50.66198,51.68437,53.1951,55.14657,52.89498,54.92011,56.62247,57.737,58.23273,56.64702,56.07692,55.17219,54.08434,52.92174,53.78269,52.7051,51.80874,51.1563,50.7825,50.87566,51.13487,51.70051,52.54252,53.60923,51.70285,52.91468,54.10675,55.21734,56.28354,52.66716,53.78073,55.09062,56.63968,58.2351,57.97382,57.92083,57.07959,55.32054,52.93738,49.08369,46.57391,44.38218,42.66798,41.38406,40.71425,40.05938,39.632,39.35532,39.05014,39.26298,38.30033,36.7587,34.58575,31.99026,28.56089,25.86481,23.32755,20.99081,18.68361,16.2426,13.68171,11.02567,8.441275,6.199181,3.943662,2.777487,1.955697,1.392037,1.001659,0.746725,0.5446506,0.3983647,0.2914947,0.213301,0.1858997,BGR,female,female,2010
99,53.21437,55.43729,57.45609,59.06136,60.28384,56.72276,58.35082,60.02525,61.86428,63.88182,63.0918,65.13648,67.0131,68.56933,69.6639,67.27167,67.05595,66.15017,64.62418,62.71457,63.0875,61.11574,59.47824,58.32854,57.67101,57.70332,57.95204,58.57167,59.49059,60.65105,58.45036,59.79205,61.13856,62.43191,63.70596,59.73092,61.06876,62.61581,64.41017,66.24832,65.89693,65.91679,65.10287,63.32005,60.89793,56.8393,54.38572,52.35723,50.95153,50.13575,50.0438,50.22125,50.83472,51.82579,53.00924,55.17179,56.0388,56.33872,55.90261,54.95374,52.81314,51.78934,51.13681,50.9623,50.76091,51.77675,49.56886,45.63588,40.12776,34.2769,26.68538,23.04532,20.71247,19.67517,19.46654,21.53302,21.62495,21.16402,19.84132,17.86548,14.69719,12.48963,10.42951,8.611007,7.032557,5.538677,4.412541,3.466879,2.682896,2.040206,1.446903,1.054268,0.7489884,0.5181988,0.3506117,0.2162772,0.1423114,0.0931192,0.0608758,0.0397964,0.07243,BGR,male,male,1990
100,36.43592,35.51433,34.76642,34.17643,33.8448,30.91921,31.462,32.43346,33.9032,35.96499,33.05983,36.26506,40.41826,45.61937,51.72081,44.61828,49.56129,53.83162,56.92506,58.86874,53.19178,53.9425,54.908,56.45283,58.51404,56.057,58.20346,59.96386,61.03219,61.38815,59.48079,58.68333,57.55435,56.27143,54.93761,55.74895,54.52126,53.47366,52.66323,52.12492,52.05507,52.13725,52.51956,53.16988,54.03159,51.89868,52.8822,53.82437,54.66367,55.43744,51.60701,52.40666,53.37415,54.54593,55.7311,55.08421,54.6586,53.4808,51.44841,48.86031,44.91241,42.30565,40.03812,38.25121,36.90295,36.1248,35.45713,35.06146,34.87766,34.74714,35.18998,34.62449,33.59653,32.03339,30.1058,27.46444,25.4321,23.53994,21.82289,20.07879,18.33472,16.03825,13.43929,10.71527,8.24347,5.687801,4.313928,3.343124,2.680023,2.189214,1.87821,1.492042,1.131111,0.8053448,0.5428021,0.2940943,0.1850715,0.1148801,0.0711517,0.0440625,0.04469,BGR,male,male,2005
101,38.65904,38.50038,38.19702,37.69392,37.02938,38.1628,36.27283,34.58637,33.23467,32.32075,30.91028,31.16432,32.09367,33.7752,36.25236,32.53653,36.10773,40.50459,45.67149,51.43372,44.97412,49.46948,53.34798,56.27346,58.27317,52.47337,53.44233,54.58348,56.1918,58.21446,55.73521,57.75143,59.39166,60.3881,60.71831,58.83457,58.05428,56.93721,55.64753,54.28831,55.03498,53.75173,52.63765,51.75059,51.12282,50.95348,50.90815,51.1382,51.6082,52.26077,50.00728,50.74313,51.41699,51.9708,52.43987,48.56106,49.03002,49.62915,50.38815,51.12944,50.12872,49.37283,47.94198,45.76134,43.10691,39.28929,36.66294,34.34168,32.43704,30.90268,29.86584,28.87463,28.08697,27.44416,26.81065,26.5505,25.50537,24.09786,22.30557,20.27483,17.72109,15.71556,13.84665,12.14157,10.51891,8.820163,7.251225,5.72555,4.316676,3.134259,1.992255,1.391662,0.9711033,0.6835928,0.4855252,0.3550799,0.2550226,0.1835805,0.1321987,0.0952003,0.0704144,BGR,male,male,2010
102,6.83062,6.803073,6.776935,6.716763,6.616411,6.109879,5.567834,5.05338,4.578855,4.149051,4.926286,4.484785,4.101921,3.777611,3.508395,3.893184,3.708148,3.58425,3.516957,3.50346,3.767565,3.850408,3.970334,4.115866,4.265826,4.608269,4.693311,4.709012,4.640618,4.494789,4.9025,4.612874,4.291649,3.955406,3.60757,3.906081,3.463456,3.017406,2.581101,2.182955,1.995939,1.754619,1.566142,1.429615,1.333686,1.295664,1.252489,1.227597,1.215634,1.207616,1.229004,1.199552,1.146691,1.068821,0.9809327,0.8551444,0.7919309,0.7515792,0.7369673,0.7373782,0.7893194,0.7799461,0.7458934,0.6823689,0.6044722,0.4906014,0.4302564,0.385795,0.3580694,0.3402779,0.3465216,0.328374,0.3030573,0.2693142,0.2327328,0.186112,0.1591811,0.1385657,0.1241544,0.1139868,0.1114008,0.1047047,0.098322,0.0914087,0.0831638,0.0723501,0.0607615,0.0481306,0.0356929,0.0250648,0.0143695,0.0094989,0.0062423,0.0041317,0.0027575,0.0018898,0.0012742,0.0008609,0.0005819,0.0003933,0.001,BHR,female,female,1990
103,8.09833,7.559624,7.136063,6.826504,6.634892,6.776818,6.813053,6.882563,6.938391,6.952175,6.770675,6.660051,6.486146,6.2564,6.007729,5.52347,5.353128,5.260745,5.263947,5.326711,6.114801,6.157266,6.108284,5.94132,5.690328,6.480937,6.137913,5.837834,5.607328,5.429987,6.580048,6.435676,6.292641,6.129801,5.953835,6.007791,5.807716,5.595218,5.365769,5.116504,4.976111,4.680639,4.378112,4.072532,3.753607,3.946156,3.525072,3.081245,2.632553,2.217973,2.164938,1.831345,1.577555,1.394521,1.260641,1.344283,1.291442,1.245178,1.198891,1.151206,1.104373,1.053512,1.001113,0.9473562,0.8926466,0.8341339,0.7791075,0.7244892,0.6713203,0.6229489,0.5743092,0.5440767,0.525444,0.5176516,0.5095185,0.515263,0.4681728,0.3930546,0.3004944,0.2160152,0.1284063,0.0930124,0.0721985,0.0619287,0.057454,0.0663865,0.0649949,0.0620844,0.0562627,0.0482715,0.0357987,0.0278858,0.0208332,0.0150011,0.0104813,0.0064816,0.0043625,0.0029143,0.0019442,0.0012973,0.001,BHR,female,female,2005
104,10.91343,10.44102,9.891473,9.284261,8.661135,8.945522,8.290075,7.721565,7.25467,6.894168,8.201083,7.951448,7.722853,7.479039,7.253578,6.385398,6.35919,6.509053,6.885317,7.459041,8.550901,9.346237,10.06599,10.57867,10.8472,11.76189,11.57365,11.21523,10.74664,10.1996,11.71723,10.94441,10.15739,9.384773,8.649198,9.697928,8.984204,8.369638,7.849778,7.42545,7.414949,7.144135,6.940234,6.784176,6.635504,6.768838,6.506474,6.157298,5.718169,5.220221,5.309061,4.729098,4.18286,3.685239,3.233742,3.405684,2.950393,2.534012,2.15611,1.823802,1.698923,1.490574,1.317771,1.179222,1.071511,0.9949563,0.940185,0.9099208,0.9016565,0.9032816,0.9525188,0.9300933,0.8755735,0.7869346,0.6848799,0.5442966,0.472005,0.4211911,0.3916421,0.3728652,0.3844005,0.3557025,0.3124447,0.2559019,0.1975504,0.1267582,0.0917781,0.0661209,0.0480796,0.0352632,0.0264289,0.019459,0.014261,0.0103681,0.007483,0.0052627,0.0037639,0.0026871,0.0019176,0.0013687,0.001,BHR,female,female,2010
105,7.160706,7.137812,7.109579,7.045627,6.939509,6.467449,5.917197,5.389468,4.894125,4.438761,5.245087,4.760784,4.331541,3.958603,3.646988,3.995339,3.797359,3.687114,3.666978,3.731211,4.119666,4.360415,4.683209,5.079166,5.526543,6.339866,6.797482,7.170771,7.415933,7.514946,8.616046,8.41044,8.073892,7.632752,7.11887,7.834816,7.122633,6.395995,5.679285,4.987272,4.788565,4.266086,3.764564,3.296585,2.8822,2.483322,2.211209,2.008407,1.868986,1.770076,1.758988,1.677319,1.582354,1.467104,1.343236,1.187609,1.084752,1.000969,0.9383361,0.8913338,0.8738607,0.8407221,0.8084348,0.7732978,0.7316847,0.6848466,0.6231069,0.551127,0.4727983,0.3981211,0.3151743,0.2678272,0.2339999,0.2125477,0.1994509,0.2022151,0.1961534,0.1903855,0.1831871,0.1740589,0.1635841,0.1504384,0.1355993,0.1193905,0.1019877,0.0794066,0.0623982,0.0464882,0.0327131,0.0219939,0.0123852,0.0079605,0.0051194,0.0033347,0.0022002,0.0015218,0.0010201,0.000686,0.0004615,0.0003105,0.0,BHR,male,male,1990
106,8.50106,7.936835,7.491088,7.165461,6.963806,6.909552,6.965823,7.055068,7.1281,7.154458,7.228408,7.112991,6.922464,6.669447,6.400689,5.734958,5.593163,5.56526,5.679833,5.903784,7.080744,7.409736,7.677501,7.825677,7.864345,9.501825,9.383815,9.240623,9.102365,8.959372,10.87617,10.65504,10.37896,10.03744,9.662379,9.567891,9.22512,8.932538,8.688972,8.463476,8.568399,8.26104,7.886709,7.442171,6.923682,7.276123,6.542334,5.768785,4.986817,4.249941,4.210756,3.546837,2.994569,2.546289,2.176549,2.120153,1.880463,1.662255,1.463103,1.290027,1.128085,1.021365,0.9479432,0.9056711,0.8819358,0.9101117,0.8843372,0.841266,0.7765021,0.7017828,0.5981573,0.539828,0.4968379,0.4702552,0.4519216,0.4592771,0.4311462,0.38941,0.3342838,0.2758829,0.2039,0.1637839,0.1331864,0.1110117,0.0941179,0.0838552,0.0708378,0.0586183,0.0470429,0.0366457,0.0258476,0.0191684,0.0139432,0.0099834,0.0070574,0.0047359,0.0032954,0.0022858,0.0015844,0.0010985,0.001,BHR,male,male,2005
107,11.45703,10.96406,10.38677,9.748803,9.093429,9.045029,8.46446,7.950438,7.518428,7.172647,9.034696,8.730042,8.412049,8.046853,7.703359,6.365972,6.335436,6.563551,7.147276,8.107765,9.852663,11.66145,13.82448,16.22158,18.67482,24.09577,26.08368,27.10516,26.93595,25.77545,28.208,25.70273,23.16769,20.83499,18.78558,20.70152,19.04669,17.80466,16.93789,16.30024,16.95304,16.30389,15.45909,14.34995,13.11604,11.80094,10.73842,9.896904,9.308216,8.858524,10.17059,9.570906,8.804601,7.85012,6.803784,6.641272,5.511468,4.504266,3.644295,2.935699,2.617406,2.206394,1.887449,1.646524,1.461227,1.353329,1.227504,1.118603,1.020232,0.9293325,0.8468591,0.7653517,0.6871344,0.6127391,0.5459157,0.4809451,0.4375153,0.4067433,0.3873791,0.3714173,0.3708028,0.3367778,0.2878204,0.2281115,0.1704875,0.1059978,0.0758458,0.0550945,0.0413457,0.0317162,0.025817,0.0196224,0.0144581,0.0101921,0.0069104,0.0040161,0.0025929,0.0016577,0.001058,0.0006753,0.001,BHR,male,male,2010
